Percentage of Nulls (k),DBLP-ACM,DBLP-Scholar,Walmart-Amazon
0.1,0.800841537908165,0.841228708604798,0.846591007630286
0.2,0.806754717218092,0.834140078150895,0.826059758179056
0.3,0.804021780800354,0.835736261130803,0.809990589036882
0.4,0.800127893427334,0.830454171843785,0.798850434706054
