file,subset,seed,load_f1,real_f1,tn,tp,fn,fp,fnr,rec,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.1_8615_imputed.txt,0.1,8615,0.901960784313726,0.901960784313726,81,23,4,1,0.148148148148148,0.851851851851852,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.1_9222_imputed.txt,0.1,9222,0.901960784313726,0.901960784313726,81,23,4,1,0.148148148148148,0.851851851851852,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.1_9352_imputed.txt,0.1,9352,0.888888888888889,0.888888888888889,79,24,3,3,0.111111111111111,0.888888888888889,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.1_9702_imputed.txt,0.1,9702,0.925925925925926,0.925925925925926,80,25,2,2,0.0740740740740741,0.925925925925926,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.1_9800_imputed.txt,0.1,9800,0.765957446808511,0.765957446808511,80,18,9,2,0.333333333333333,0.666666666666667,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_390_imputed.txt,0.2,390,0.872727272727273,0.872727272727273,78,24,3,4,0.111111111111111,0.888888888888889,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_1026_imputed.txt,0.2,1026,0.823529411764706,0.823529411764706,79,21,6,3,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_1258_imputed.txt,0.2,1258,0.872727272727273,0.872727272727273,78,24,3,4,0.111111111111111,0.888888888888889,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_1493_imputed.txt,0.2,1493,0.851851851851852,0.851851851851852,78,23,4,4,0.148148148148148,0.851851851851852,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_1784_imputed.txt,0.2,1784,0.85,0.85,73,24,9,3,0.333333333333333,0.666666666666667,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_2328_imputed.txt,0.2,2328,0.807692307692308,0.807692307692308,78,21,6,4,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_2821_imputed.txt,0.2,2821,0.807692307692308,0.807692307692308,78,21,6,4,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_2833_imputed.txt,0.2,2833,0.84,0.84,80,21,6,2,0.222222222222222,0.777777777777778,,0.830255653750649
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_2975_imputed.txt,0.2,2975,0.823529411764706,0.823529411764706,79,21,6,3,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_3390_imputed.txt,0.2,3390,0.84,0.84,80,21,6,2,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_3390_imputed.txt,0.2,3390,0.84,0.84,80,21,6,2,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_3703_imputed.txt,0.2,3703,0.830188679245283,0.830188679245283,78,22,5,4,0.185185185185185,0.814814814814815,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_4418_imputed.txt,0.2,4418,0.8,0.8,76,22,5,6,0.185185185185185,0.814814814814815,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_5031_imputed.txt,0.2,5031,0.84,0.84,80,21,6,2,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_5087_imputed.txt,0.2,5087,0.847457627118644,0.847457627118644,75,25,2,7,0.0740740740740741,0.925925925925926,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_5242_imputed.txt,0.2,5242,0.792452830188679,0.792452830188679,77,21,6,5,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_5391_imputed.txt,0.2,5391,0.817777777777778,0.817777777777778,76,24,6,3,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_5742_imputed.txt,0.2,5742,0.909090909090909,0.909090909090909,79,25,2,3,0.0740740740740741,0.925925925925926,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_5795_imputed.txt,0.2,5795,0.791666666666667,0.791666666666667,80,19,8,2,0.296296296296296,0.703703703703704,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_5801_imputed.txt,0.2,5801,0.869230769230769,0.869230769230769,77,23,7,2,0.259259259259259,0.740740740740741,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_6540_imputed.txt,0.2,6540,0.8,0.8,76,22,5,6,0.185185185185185,0.814814814814815,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_6832_imputed.txt,0.2,6832,0.785714285714286,0.785714285714286,75,22,5,7,0.185185185185185,0.814814814814815,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_6955_imputed.txt,0.2,6955,0.8,0.8,79,20,7,3,0.259259259259259,0.740740740740741,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_7598_imputed.txt,0.2,7598,0.833636363636364,0.833636363636364,75,26,6,2,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_7748_imputed.txt,0.2,7748,0.862745098039216,0.862745098039216,80,22,5,2,0.185185185185185,0.814814814814815,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_8006_imputed.txt,0.2,8006,0.830769230769231,0.830769230769231,76,25,8,2,0.296296296296296,0.703703703703704,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_8615_imputed.txt,0.2,8615,0.857142857142857,0.857142857142857,77,24,3,5,0.111111111111111,0.888888888888889,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_9222_imputed.txt,0.2,9222,0.792452830188679,0.792452830188679,77,21,6,5,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_9352_imputed.txt,0.2,9352,0.846153846153846,0.846153846153846,79,22,5,3,0.185185185185185,0.814814814814815,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_9702_imputed.txt,0.2,9702,0.793103448275862,0.793103448275862,74,23,4,8,0.148148148148148,0.851851851851852,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.2_9800_imputed.txt,0.2,9800,0.851063829787234,0.851063829787234,82,20,7,0,0.259259259259259,0.740740740740741,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_390_imputed.txt,0.4,390,0.715882352941177,0.715882352941177,76,18,9,6,0.333333333333333,0.666666666666667,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_1026_imputed.txt,0.4,1026,0.680851063829787,0.680851063829787,78,16,11,4,0.407407407407407,0.592592592592593,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_1493_imputed.txt,0.4,1493,0.705161290322581,0.705161290322581,77,20,7,5,0.349259259259259,0.650740740740741,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_1784_imputed.txt,0.4,1784,0.666666666666667,0.666666666666667,73,18,9,9,0.333333333333333,0.666666666666667,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_2821_imputed.txt,0.4,2821,0.68,0.68,76,17,10,6,0.37037037037037,0.62962962962963,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_2833_imputed.txt,0.4,2833,0.710909090909091,0.710909090909091,84,24,4,1,0.248518518518519,0.651481481481481,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_2975_imputed.txt,0.4,2975,0.693877551020408,0.693877551020408,77,17,10,5,0.37037037037037,0.62962962962963,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_3390_imputed.txt,0.4,3390,0.709047619047619,0.709047619047619,84,20,5,2,0.268518518518519,0.651481481481481,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_3390_imputed.txt,0.4,3390,0.619047619047619,0.619047619047619,81,20,7,2,0.418518518518519,0.581481481481481,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_3703_imputed.txt,0.4,3703,0.71875,0.71875,82,23,4,14,0.148148148148148,0.851851851851852,,
