file,subset,seed,load_f1,real_f1,tn,tp,fn,fp,fnr,rec,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_4418_imputed.txt,0.4,4418,0.714285714285714,0.714285714285714,85,20,5,0,0.344444444444444,0.655555555555556,,0.709122571652786
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_5031_imputed.txt,0.4,5031,0.727272727272727,0.727272727272727,84,20,7,8,0.259259259259259,0.740740740740741,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_5087_imputed.txt,0.4,5087,0.724137931034483,0.724137931034483,85,21,6,10,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_5242_imputed.txt,0.4,5242,0.784313725490196,0.784313725490196,86,20,7,4,0.259259259259259,0.740740740740741,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_5391_imputed.txt,0.4,5391,0.680851063829787,0.680851063829787,87,16,11,4,0.407407407407407,0.592592592592593,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_5742_imputed.txt,0.4,5742,0.745098039215686,0.745098039215686,88,19,8,5,0.296296296296296,0.703703703703704,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_5795_imputed.txt,0.4,5795,0.698297872340426,0.698297872340426,89,19,10,3,0.394444444444444,0.605555555555556,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_5801_imputed.txt,0.4,5801,0.742857142857143,0.742857142857143,95,20,7,6,0.36831036037127,0.666666666666667,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_6540_imputed.txt,0.4,6540,0.734146341463415,0.734146341463415,91,18,9,1,0.518518518518519,0.481481481481481,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_6832_imputed.txt,0.4,6832,0.727272727272727,0.727272727272727,92,20,7,8,0.259259259259259,0.740740740740741,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_6955_imputed.txt,0.4,6955,0.651162790697675,0.651162790697675,96,18,7,2,0.401481481481481,0.598518518518519,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_7598_imputed.txt,0.4,7598,0.722950819672131,0.722950819672131,96,27,8,5,0.276296296296296,0.703703703703704,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_7748_imputed.txt,0.4,7748,0.644067796610169,0.644067796610169,95,19,8,13,0.296296296296296,0.703703703703704,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_8006_imputed.txt,0.4,8006,0.792452830188679,0.792452830188679,96,21,6,5,0.222222222222222,0.777777777777778,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_8615_imputed.txt,0.4,8615,0.708695652173913,0.708695652173913,100,25,2,2,0.291481481481481,0.708518518518519,,
/root/workspace/FAISS-Imputation/ditto-master/data/er_magellan/Structured/iTunes-Amazon/experiment/imputed_iTuneAmazon_without_thr/testing_file_0.4_9222_imputed.txt,0.4,9222,0.739130434782609,0.739130434782609,98,17,10,2,0.37037037037037,0.62962962962963,,
